,geo,country,period,gdp,inflation,unemployment,unemployment_log,w_avg_tariff,duty_free_import_usd,duty_free_import_usd_log,hh_market_concentration_index,hh_market_concentration_index_log,export_market_penetration_index,export_market_penetration_index_log,exp_perc_of_gdp,imp_perc_of_gdp,trade_bal_perc_of_gdp,fdi_in_perc_of_gdp,fdi_out_perc_of_gdp,workers_num,workers_num_log,f_workers_num,f_workers_num_log,population,population_log,world_trade_growth_percentage,country_trade_growth_percentage
11,AT,Austria,2014,0.66,1.5,6.033333333333334,1.7972996496036704,2.0,34570180290.0,24.26625730608185,0.1,-2.302585092994045,18.87,2.9375733593804587,53.3865790462424,50.1169562048263,3.2696228414161013,0.386858115054066,-0.197784974132609,3875600.0,15.170211047492986,501800.0,13.12595691291446,8507786.0,15.95649230218856,0.23,1.54
12,AT,Austria,2015,1.01,0.8,6.15,1.8164520818184269,1.98,34781050600.0,24.27233855243185,0.1,-2.302585092994045,18.77,2.9322598505984176,53.0890605587958,49.3382548303838,3.750805728411997,-2.08805653898309,-0.560119576025427,3918000.0,15.181091877486622,537700.0,13.19505606279777,8584926.0,15.965518432591065,-6.3,-6.81
13,AT,Austria,2016,1.99,1.0,6.45,1.864080130807681,1.95,31223588760.0,24.164439696100025,0.1,-2.302585092994045,19.16,2.9528247725427144,52.4063936498056,48.5756846289351,3.8307090208705006,-7.31091695803709,-6.79971253925712,3997600.0,15.201204739012132,587900.0,13.284312144390348,8700471.0,15.97888772009044,-1.38,-0.19
14,AT,Austria,2017,2.26,2.2,5.925,1.7791806870211948,2.01,32343356070.0,24.19967446029372,0.1,-2.302585092994045,19.43,2.9668182633893485,54.0511531414978,50.8876917912507,3.163461350247097,3.23990497953366,2.42252934331562,4048300.0,15.213807597875316,629700.0,13.352998794476834,8772865.0,15.987173992869474,5.56,15.79
15,AT,Austria,2018,2.43,2.1,5.208333333333333,1.6502599069543555,1.95,35009019400.0,24.27887156238048,0.1,-2.302585092994045,19.25,2.9575110607337933,55.4622191178234,52.4614203877556,3.0007987300678,-6.2871015854224,-5.91530247350789,4102100.000000001,15.22700959566934,660300.0,13.400449556182664,8822267.0,15.992789424435015,4.83,-4.88
16,AT,Austria,2019,1.45,1.5,4.841666666666667,1.5772590140698652,2.0,33079928630.0,24.2221925496026,0.09,-2.407945608651872,19.23,2.9564715596006885,55.7607848112938,52.1317298002285,3.629055011065304,-2.78770571216157,-1.6118171577702,4148200.0,15.238185063176916,680200.0,13.430142151555232,8858775.0,15.996919051171195,-1.73,-1.36
17,AT,Austria,2020,-6.63,1.4,6.025,1.7959174793767188,1.68,31393270060.0,24.16985937758945,0.1,-2.302585092994045,18.91,2.9396908826703663,51.5849469422098,48.123348236909,3.461598705300794,-2.85782199061955,0.271008856039679,4090100.0,15.224079977597842,693600.0,13.44965070444847,8901064.0,16.001681378118565,-3.75,-3.45
18,AT,Austria,2021,4.24,2.8,6.2,1.824549292051046,1.04,33684849480.0,24.24031400289128,0.09,-2.407945608651872,19.11,2.950211758252182,55.9518373023172,55.0331207505886,0.9187165517286005,3.70886934393561,6.02001426109014,4101700.0,15.226912079883894,726600.0,13.496131398769238,8932664.0,16.005225228632796,12.59,10.28
19,BE,Belgium,2003,1.04,1.5,8.174999999999999,2.1010807167833168,3.44,35144393900.0,24.28273095172917,0.08,-2.525728644308256,24.14,3.1838702156693857,69.0365085088844,63.679044325004,5.357464183880396,10.8648744877518,12.2817329434309,3987300.0,15.198624868077534,270800.0,12.509135820020257,10355844.0,16.153061556008936,8.09,9.23
20,BE,Belgium,2004,3.57,1.9,8.391666666666667,2.1272391499365164,2.5,47949947100.0,24.59342353504272,0.08,-2.525728644308256,24.32,3.1912990570979662,70.906277447218,66.0121279012141,4.894149546003902,12.0521106747569,9.41114900942278,4086000.0,15.223077054359704,295700.0,12.59710070584057,10396421.0,16.15697217026831,10.4,10.22
21,BE,Belgium,2005,2.32,2.5,8.433333333333334,2.132192107065365,3.09,52649393630.0,24.686920558461026,0.08,-2.525728644308256,24.98,3.218075504697432,74.2828289213953,70.2462217485879,4.036607172807408,8.72717720186463,8.43585987028478,4156500.0,15.24018393195328,298700.0,12.6071950042042,10445852.0,16.161715519775388,6.13,4.68
22,BE,Belgium,2006,2.55,2.3,8.25,2.110213200346589,2.76,59036818290.0,24.80142712503444,0.08,-2.525728644308256,25.36,3.233173129569025,76.8049970552189,72.7625122442923,4.042484810926609,14.4078713936676,12.2791987723086,4189800.0,15.24816355806218,312200.0,12.65139928706347,10511382.0,16.167969228023995,7.64,6.17
23,BE,Belgium,2007,3.68,1.8,7.483333333333333,2.0126783255201537,2.55,71172754550.0,24.9883759213164,0.08,-2.525728644308256,26.44,3.2748780149834857,78.3018047028263,74.1666421724765,4.1351625303498025,20.5026740062328,17.7222560450955,4305000.0,15.275287695843968,336400.0,12.72605620708093,10584534.0,16.17490443701893,7.58,9.22
24,BE,Belgium,2008,0.45,4.5,6.9750000000000005,1.9423323277074291,2.18,87916615360.0,25.19965464948547,0.08,-2.525728644308256,26.2,3.265759410767051,80.8806199752035,80.2078278152436,0.6727921599598972,36.8029204549977,43.1555707283894,4366900.0,15.28956393319017,348000.0,12.759957758756611,10666866.0,16.18265285942128,7.43,3.41
25,BE,Belgium,2009,-2.02,0.0,7.991666666666667,2.0783993321013923,2.31,65343568280.0,24.90292485258628,0.08,-2.525728644308256,25.39,3.234355395716587,68.8340037082276,66.5720368236699,2.261966884557694,16.0070029161629,6.89894870021208,4345000.0,15.28453631668163,354100.0,12.777334638099996,10753080.0,16.190702783129236,-12.19,-12.53
26,BE,Belgium,2010,2.86,2.3,8.375,2.12525107771113,2.55,69664214200.0,24.966952596752662,0.08,-2.525728644308256,25.7,3.246490991901174,75.8500644792464,74.14760859514,1.7024558841063993,26.0669819962462,13.8811775260981,4412600.0,15.299974642856409,375300.0,12.835480985123112,10839905.0,16.198744790099735,9.74,5.51
27,BE,Belgium,2011,1.69,3.4,7.216666666666666,1.976393165780389,1.81,100813112220.0,25.33653426567143,0.08,-2.525728644308256,25.58,3.241810796150697,80.6973629124622,80.7963607521708,-0.0989978397086019,31.265983348903,24.6700682499188,4426800.0,15.303187533372768,394700.0,12.88588126165094,11000638.0,16.21346382908071,9.25,9.05
28,BE,Belgium,2012,0.74,2.6,7.633333333333333,2.032524621892084,1.87,95324403930.0,25.280551689641374,0.07,-2.659260036932778,25.64,3.2441536320524693,80.4044905064987,80.3415397228249,0.0629507836737985,2.38036960149692,8.36327108666319,4441000.0,15.30639013427424,394800.0,12.886134586541464,11075889.0,16.2202811415543,-0.02,-2.93
29,BE,Belgium,2013,0.46,1.2,8.549999999999999,2.1459312829486685,1.82,111580067290.0,25.43800826242868,0.07,-2.659260036932778,25.88,3.2534704696327,79.3243484015476,78.5264966401955,0.7978517613520921,-5.68061237430678,-2.37051729187159,4454000.0,15.30931312679945,411500.0,12.92756429909926,11137974.0,16.225870908778155,1.18,2.44
30,BE,Belgium,2014,1.58,0.5,8.658333333333333,2.158522248317181,2.32,93732657420.0,25.26371249716463,0.07,-2.659260036932778,25.59,3.242201650171697,79.801009073623,78.9822068454526,0.8188022281704121,-2.84014749508768,-0.0781169299331051,4466300.0,15.31207088333126,430800.0,12.973399224264371,11180840.0,16.229712157036953,0.23,1.04
31,BE,Belgium,2015,2.04,0.6,8.65,2.157559320943788,2.31,94246137110.0,25.269175676864307,0.07,-2.659260036932778,25.77,3.2492110246642736,77.8052821516798,76.3872643576431,1.4180177940367005,-4.22079695282357,1.58545696749609,4468300.0,15.31251858105324,462400.0,13.044185596340304,11237274.0,16.234746846325073,-6.3,-8.19
32,BE,Belgium,2016,1.27,1.8,7.85,2.060513531794317,2.42,82677665370.0,25.13821533442372,0.07,-2.659260036932778,26.44,3.2748780149834857,79.4296154739536,78.2354105104266,1.1942049635269996,12.0862954763607,7.25852898705755,4507500.0,15.32125323405961,462600.0,13.044618028779476,11311117.0,16.241296605373027,-1.38,-0.49
33,BE,Belgium,2017,1.62,2.2,7.1000000000000005,1.9600947840472696,2.49,77783410850.0,25.077194017245304,0.07,-2.659260036932778,26.67,3.283539338193923,83.1824102499921,82.1434260996683,1.0389841503237989,-7.41675753843461,-1.05420184204344,4549800.0,15.330593833917082,490100.0,13.10236473089764,11351727.0,16.24488044890705,5.56,3.33
34,BE,Belgium,2018,1.79,2.3,5.958333333333333,1.7847907999119617,2.4,88285455740.0,25.20384121683317,0.07,-2.659260036932778,26.36,3.2718477096343066,83.0796294670067,83.4151576304182,-0.3355281634114959,-7.65717995735734,-6.62645482048669,4645500.0,15.351409567063504,492700.0,13.107655748532055,11398589.0,16.249000133774523,4.83,5.59
35,BE,Belgium,2019,2.24,1.2,5.366666666666667,1.6802069833223077,2.47,79703471540.0,25.101578979384943,0.07,-2.659260036932778,25.89,3.2538567937634464,82.3971820616943,81.7690330122952,0.6281490493990987,-3.98979364981819,-4.77916051364232,4708400.0,15.364858705520463,506200.0,13.13468712709316,11455519.0,16.253982180569253,-1.73,-3.07
36,BE,Belgium,2020,-5.26,0.4,5.541666666666667,1.7122952978738082,1.55,52001173100.0,24.67453211488876,0.08,-2.525728644308256,24.99,3.218475744846861,78.6316242056119,76.63180955651,1.9998146491018929,-5.19884365090506,-4.12857393443972,4686600.0,15.360217930826444,496000.0,13.114331205707064,11522440.0,16.259806996359945,-3.75,-1.44
37,BE,Belgium,2021,6.85,3.2,6.275,1.836573485017848,1.17,79010681040.0,25.0928488833123,0.08,-2.525728644308256,24.92,3.2156706939192525,87.9241729562522,86.1599127123129,1.7642602439393045,4.91317111059956,9.254345705547,4735100.0,15.370513403703487,535700.0,13.191329581869052,11554767.0,16.26260863705633,12.59,14.45
38,CY,Cyprus,2003,2.62,4.0,4.125,1.4170660197866445,,,,0.06,-2.8134107167600364,2.69,0.9895411936137476,57.7621459324228,56.2425225499031,1.519623382519697,6.24271140036787,4.05353512391789,313200.0,12.654597243098785,35600.0,10.480100916840122,713720.0,13.478246007545366,8.09,12.94
39,CY,Cyprus,2004,5.03,1.9,4.608333333333333,1.527866258740289,6.14,1140589190.0,20.8548107991738,0.06,-2.8134107167600364,2.76,1.0152306797290584,56.889798983029,57.0138062859138,-0.1240073028847987,6.45961962556633,4.1091011427103,322800.0,12.684788215377932,42100.0,10.647803019670471,722893.0,13.491016495721144,10.4,17.11
40,CY,Cyprus,2005,4.85,2.0,5.333333333333333,1.6739764335716716,4.4,1177434380.0,20.886603654064174,0.08,-2.525728644308256,2.8,1.029619417181158,55.6921102559885,56.2249625665534,-0.5328523105648983,6.30362711595489,2.97080373131216,334700.0,12.720989887199416,47000.0,10.757902880692196,733067.0,13.504992381875764,6.13,10.47
41,CY,Cyprus,2006,4.71,2.2,4.575,1.5206066987274849,3.67,1386448150.0,21.05001102599917,0.3,-1.203972804325936,2.76,1.0152306797290584,53.4357273848067,56.370599083076,-2.934871698269305,9.32555099496552,4.47265600605802,345000.0,12.751299696013495,47600.0,10.770588040219511,744013.0,13.519813786780857,7.64,45.7
42,CY,Cyprus,2007,5.1,2.2,3.95,1.3737155789130306,3.54,1663336000.0,21.23209106124685,0.09,-2.407945608651872,2.9,1.0647107369924282,53.2588980125664,58.0160532639575,-4.757155251391104,9.57344136774277,5.2678244689251,364200.0,12.805458446275644,52700.0,10.872370734529454,757916.0,13.538327840541797,7.58,-8.09
43,CY,Cyprus,2008,3.65,4.4,3.6666666666666665,1.2992829841302609,3.58,2416325180.0,21.605513702332832,0.09,-2.407945608651872,2.92,1.0715836162801904,50.0816009783701,62.8441160392005,-12.762515060830404,44.1638687211392,51.6052736767378,366800.0,12.812572019364447,63400.0,11.057219140425318,776333.0,13.562336830829448,7.43,-0.53
44,CY,Cyprus,2009,-2.02,0.2,5.366666666666667,1.6802069833223077,3.19,1471806410.0,21.109756333658595,0.12,-2.120263536200091,3.0,1.0986122886681098,48.7221408291604,54.068719899389,-5.3465790702286,249.108048567269,237.563186943475,367300.0,12.813934231807758,66200.0,11.1004357419251,796930.0,13.588522124555029,-12.19,-14.11
45,CY,Cyprus,2010,2.28,2.6,6.308333333333334,1.8418715106554029,3.18,1552037090.0,21.162834156617755,0.07,-2.659260036932778,3.04,1.1118575154181305,50.4671773388259,58.7215212137842,-8.254343874958302,120.595961081602,123.246043458746,378900.0,12.845027597006691,80800.0,11.299732244509189,819140.0,13.61601028839754,9.74,12.94
46,CY,Cyprus,2011,0.42,3.5,7.908333333333334,2.067917055827882,2.34,1984135580.0,21.4084491801678,0.06,-2.8134107167600364,3.16,1.1505720275988207,53.6026627840291,57.3219314435319,-3.719268659502802,146.729404967253,171.860305189835,383700.0,12.857616276235044,86700.0,11.370209162768631,839751.0,13.640860698304436,9.25,19.03
47,CY,Cyprus,2012,-3.45,3.1,11.841666666666669,2.471624385315055,2.0,1822919240.0,21.323705031058235,0.08,-2.525728644308256,3.19,1.1600209167967532,55.4336176995395,57.2261489342736,-1.7925312347341062,280.145510398677,301.264417607779,373000.0,12.829333698625952,86400.0,11.366742954792146,862011.0,13.667023310585291,-0.02,4.88
48,CY,Cyprus,2013,-6.59,0.4,15.933333333333332,2.7684133508293005,2.22,1530824100.0,21.14907205479404,0.08,-2.525728644308256,3.18,1.1568811967920856,61.4511657620711,59.7799818138038,1.6711839482672983,108.648200653739,124.904196522751,355200.0,12.780436290100152,76100.0,11.239803543849778,865878.0,13.67149930002224,1.18,-1.6
49,CY,Cyprus,2014,-1.78,-0.3,16.133333333333333,2.780887525054476,2.36,1480081590.0,21.1153630515813,0.04,-3.218875824868201,3.25,1.1786549963416462,66.1508749115972,65.0886242530978,1.0622506584993945,223.436708076654,285.253534813753,353400.0,12.775355838867734,68900.0,11.14041145700175,858000.0,13.6623593784701,0.23,-16.04
50,CY,Cyprus,2015,3.42,-1.5,14.925,2.703037659278666,2.31,1486404080.0,21.119625670907052,0.05,-2.995732273553991,2.97,1.0885619528146082,70.2529680368871,67.4855103391816,2.7674576977054954,145.952088807572,222.98186741839,348400.0,12.761106523960486,69200.0,11.14475614160576,847008.0,13.64946541868994,-6.3,-2.01
51,CY,Cyprus,2016,6.57,-1.2,13.0,2.5649493574615367,2.08,1641278990.0,21.21874164679162,0.04,-3.218875824868201,3.31,1.1969481893889715,70.7986015360282,68.8439110925156,1.954690443512604,40.6062213717706,30.6496020559964,351900.0,12.771102323309677,69300.0,11.146200185177994,848319.0,13.65101202328165,-1.38,-8.6
52,CY,Cyprus,2017,5.73,0.7,11.091666666666669,2.4061940756130658,2.34,1614939910.0,21.20256358549848,0.04,-3.218875824868201,3.37,1.2149127443642704,74.0814962039019,74.4230180868986,-0.3415218829966875,62.9914353292414,60.4636874567547,368000.0,12.815838217151068,73500.0,11.205040685200927,854802.0,13.658625142152983,5.56,5.23
53,CY,Cyprus,2018,5.65,0.8,8.408333333333333,2.129223277571563,1.91,2078875450.0,21.455092935417785,0.04,-3.218875824868201,3.35,1.208960345836975,75.1840847638956,73.7731484201946,1.410936343700996,-4.34995322006781,-29.5539254605823,386900.0,12.865921540688603,73500.0,11.205040685200927,864236.0,13.669601158636178,4.83,5.6
54,CY,Cyprus,2019,5.54,0.5,7.108333333333333,1.961267804709633,2.64,1194176230.0,20.900722437340463,0.04,-3.218875824868201,3.4,1.2237754316221157,76.4877486300826,75.456743045744,1.031005584338601,203.625433364883,200.221886369276,400400.0,12.900219326423205,84200.0,11.340950200230418,875899.0,13.683006066467687,-1.73,0.49
55,CY,Cyprus,2020,-3.44,-1.1,7.625,2.031432322493475,1.91,1278665940.0,20.969083136999014,0.04,-3.218875824868201,3.47,1.244154593958768,80.6824791142272,82.0487032705763,-1.366224156349091,-103.156686453621,-137.316512591782,402100.0,12.904456092885365,92700.0,11.437123751553946,888005.0,13.696732652589086,-3.75,-10.97
56,CY,Cyprus,2021,9.91,2.3,7.516666666666667,2.0171227772805778,2.01,1458572060.0,21.10072375297649,0.08,-2.525728644308256,3.55,1.2669476034873244,89.409089432088,85.4505181599695,3.9585712721184905,26.1977273558165,-5.23781229547321,413700.0,12.932896352449504,92200.0,11.431715409544683,896007.0,13.70570350442655,12.59,14.09
57,CZ,Czech Republic,2003,3.58,-0.1,7.774999999999999,2.0509134580652977,4.35,13228716550.0,23.305655799785438,0.18,-1.7147984280919266,12.04,2.488234439880675,46.728047793977,48.2454810636058,-1.517433269628803,2.01944879947117,0.207791758009232,4623300.0,15.346619293791578,63100.0,11.052476048529304,10192649.0,16.137177332160796,8.09,13.91
58,CZ,Czech Republic,2004,4.81,2.6,8.291666666666666,2.1152509943765465,1.69,12704085290.0,23.26518945506216,0.15,-1.8971199848858813,12.7,2.5416019934645457,57.0578398918942,56.431120090335,0.6267198015591973,5.36117804621235,2.07252121442759,4601400.0,15.341871162981006,31800.0,10.367221568768269,10195347.0,16.13744199770377,10.4,9.3
59,CZ,Czech Republic,2005,6.6,1.6,7.941666666666666,2.072123160872156,2.38,12145404040.0,23.220216666858708,0.12,-2.120263536200091,12.54,2.5289235352047745,61.813226864735,59.4847335388564,2.328493325878597,10.0115335790166,1.53220419156859,4676700.0,15.358103290968884,37900.0,10.542706391070515,10198855.0,16.137786017051486,6.13,7.34
60,CZ,Czech Republic,2006,6.77,2.1,7.133333333333333,1.964778633359696,1.86,17550030330.0,23.58832151506192,0.13,-2.0402208285265546,13.3,2.5877640352277083,64.875423442478,62.1529584259566,2.7224650165213973,4.56406980590854,1.97699723714153,4735600.0,15.37061899251962,46000.0,10.736396675471232,10223577.0,16.14020708150412,7.64,11.64
61,CZ,Czech Republic,2007,5.57,2.9,5.325,1.6724127115954888,2.0,20375106170.0,23.737579706857307,0.13,-2.0402208285265546,13.91,2.632608005935352,66.1007691863238,63.6782481196559,2.4225210666679047,7.26437054022737,2.55117353435936,4822200.0,15.388740813428864,51100.0,10.841539776191796,10254233.0,16.14320115390749,7.58,14.04
62,CZ,Czech Republic,2008,2.69,6.3,4.408333333333333,1.483496689076253,1.35,32949632260.0,24.218245937286365,0.12,-2.120263536200091,14.15,2.649714624089247,62.9516480907081,60.7908510312007,2.160797059507395,3.72245749433628,2.76913072887064,4897800.0,15.404296682667502,59500.0,10.993731591533722,10343422.0,16.15186132006905,7.43,8.48
63,CZ,Czech Republic,2009,-4.66,0.6,6.683333333333334,1.8996168650844685,1.34,24451898730.0,23.919973707520803,0.12,-2.120263536200091,13.77,2.6224923127405635,58.3454298084121,54.4518147241498,3.8936150842623007,2.54134141893611,1.60055037643958,4824900.0,15.389300567151848,71400.0,11.176053148327677,10425783.0,16.15979243074235,-12.19,-10.73
64,CZ,Czech Republic,2010,2.43,1.2,7.291666666666667,1.9867321435755685,1.65,29674504490.0,24.11355407940888,0.12,-2.120263536200091,14.2,2.653241964607215,65.5430054071382,62.4859061276726,3.0570992794655965,4.86336501936901,2.51081930880993,4784600.0,15.380912984808615,71600.0,11.178850352948738,10462088.0,16.163268614270933,9.74,7.7
65,CZ,Czech Republic,2011,1.76,2.2,6.716666666666666,1.9045919997245824,1.11,41030075820.0,24.43757119131496,0.12,-2.120263536200091,14.59,2.6803363625346943,70.8218671927368,67.040951691926,3.7809155008108064,1.82465874546556,0.695315516472117,4774700.0,15.378841702698123,71000.0,11.170435156023451,10486731.0,16.165621301681796,9.25,10.24
66,CZ,Czech Republic,2012,-0.79,3.5,6.9750000000000005,1.9423323277074291,1.08,38066985720.0,24.362613226901164,0.11,-2.2072749131897207,14.98,2.7067159780890733,75.6461865650325,70.8826700109956,4.763516554036897,4.51656746777655,1.5573153798608,4791500.0,15.382354072765954,74400.0,11.217211220821182,10505445.0,16.167404252144625,-0.02,-2.18
67,CZ,Czech Republic,2013,-0.05,1.4,6.966666666666666,1.9411368703026557,1.06,38075893070.0,24.36284719100082,0.11,-2.2072749131897207,15.47,2.738902664584975,76.0583816157677,70.3640354339119,5.694346181855806,3.47571024002001,3.65521199955433,4829200.0,15.390191380440369,89700.0,11.404226048046889,10516125.0,16.16842035141018,1.18,2.9
68,CZ,Czech Republic,2014,2.26,0.4,6.116666666666667,1.8110172858324696,1.64,33730873920.0,24.241679394963903,0.11,-2.2072749131897207,15.8,2.760009940032921,81.9542745743788,75.6207076036768,6.333566970701995,3.86353982265705,1.94605019407955,4861900.0,15.396939865979062,96000.0,11.472103470449971,10512419.0,16.168067878120695,0.23,3.52
69,CZ,Czech Republic,2015,5.39,0.3,5.058333333333334,1.6210370482774523,1.63,33976306990.000004,24.248929265412205,0.11,-2.2072749131897207,16.24,2.787477334733532,80.5587781149995,74.6168853659096,5.941892749089902,0.904050969999615,1.98164566265662,4913500.0,15.40749707678462,105200.0,11.563618579285746,10538275.0,16.170524425444274,-6.3,-5.28
70,CZ,Czech Republic,2016,2.54,0.6,3.966666666666667,1.377926111449374,1.48,33554302350.0,24.23643092910221,0.12,-2.120263536200091,17.16,2.8425810940598164,79.1070766309635,71.4791907144509,7.627885916512611,5.52835275386419,1.59941363235083,4995000.0,15.423947970064791,102700.0,11.53956739591665,10553843.0,16.17200061696066,-1.38,2.4
71,CZ,Czech Republic,2017,5.17,2.4,2.908333333333333,1.0675801794203812,1.56,36223570580.0,24.31297586488531,0.11,-2.2072749131897207,17.57,2.866192902199006,79.0271394981121,71.5055129948816,7.521626503230507,5.13872541173649,4.29964662398679,5070900.0,15.43902887460638,126100.0,11.744830521953013,10578820.0,16.174364446983436,5.56,4.4
72,CZ,Czech Republic,2018,3.22,2.0,2.2666666666666666,0.8183103235139513,1.41,44340966030.0,24.5151748277714,0.11,-2.2072749131897207,17.45,2.859339648648436,76.9435759590934,71.0049473632267,5.938628595866689,3.34323305768324,2.44173113342656,5124300.0,15.44950448829426,130100.0,11.776058664500596,10610055.0,16.177312694365607,4.83,5.87
73,CZ,Czech Republic,2019,3.03,2.6,2.016666666666667,0.7014459833746406,1.42,45346867270.0,24.53760693217993,0.11,-2.2072749131897207,17.7,2.873564639579784,73.8797803262645,67.8912433363527,5.988536989911793,4.25745331930823,1.8912426291766,5126000.0,15.449836185906154,138000.0,11.83500896413934,10649800.0,16.181051670600652,-1.73,-1.57
74,CZ,Czech Republic,2020,-5.5,3.3,2.5500000000000003,0.9360933591703348,1.15,47947499650.0,24.59337249197361,0.11,-2.2072749131897207,17.62,2.869034620508033,69.9487715380852,63.1995482324718,6.749223305613398,3.46193600434273,0.848582573038227,5066400.0,15.438141064184355,152400.0,11.934263922234685,10693939.0,16.185187690341387,-3.75,-2.86
75,CZ,Czech Republic,2021,3.55,3.3,2.8083333333333336,1.0325911875703158,1.17,63476297610.0,24.87393240717972,0.11,-2.2072749131897207,18.18,2.900322088749333,72.7282340956374,69.7667775410123,2.961456554625101,4.57464586893815,4.09697196372119,5046200.0,15.434146042752417,163700.0,12.005790763359226,10494836.0,16.166393884625972,12.59,8.89
76,DK,Denmark,2003,0.39,2.0,5.408333333333334,1.687940973922044,2.88,8097108700.0,22.814772884285485,0.07,-2.659260036932778,16.88,2.826129489167811,43.8384088674947,37.0432985323193,6.795110335175401,0.543258463167203,0.392622110552666,2527500.0,14.742741229876763,71800.0,11.181639755036317,5383507.0,15.498850578506405,8.09,9.71
77,DK,Denmark,2004,2.67,0.9,5.5,1.7047480922384253,2.65,11523679640.0,23.167669854407063,0.07,-2.659260036932778,17.05,2.8361502037295256,43.9284349569116,38.2793303141397,5.649104642771903,-3.50243080506856,-3.95027721421987,2542300.0,14.748579741077249,72100.0,11.18580932327304,5397640.0,15.501472378968948,10.4,7.8
